,Restaurant,Review,Date,Label
453,Jumbo Seafood,there were other table becoming available and figured they didn t need ours in too mush of a rush,2019-09-17T00:00:00,3
454,Jumbo Seafood,food came out in a weird order,2016-07-14T00:00:00,3
455,Jumbo Seafood,the atmosphere wa nice too,2018-06-13T00:00:00,4
456,Jumbo Seafood,nothing like eating a delicious crab with a cold beer on the warm bank of singapore,2019-05-14T00:00:00,4
457,Jumbo Seafood,so maybe jumbo if you re on a budget this location is on the water so if you re patient wait for outdoor seating,2019-05-14T00:00:00,4
458,Jumbo Seafood,i wa in singapore for vacation and wa told jumbo s wa a must,2014-07-08T00:00:00,5
459,Jumbo Seafood,try all of these,2019-05-14T00:00:00,5
460,Jumbo Seafood,this place is off the hook,2018-05-21T00:00:00,5
461,Jumbo Seafood,we ordered a chili crab a medium sized one which wa plenty for the three of u a side of vegetable steamed rice and chow mein,2018-11-18T00:00:00,5
462,Jumbo Seafood,chili crab for the win,2016-03-16T00:00:00,2
463,Jumbo Seafood,unfortunately this will be my last visit to jumbo seafood,2018-08-26T00:00:00,5
464,Jumbo Seafood,be sure to finish them first when hot,2017-11-19T00:00:00,5
465,Jumbo Seafood,do not accept the peanut they try to give you when you first sit down,2016-08-19T00:00:00,5
466,Jumbo Seafood,regardless i highly recommend you check this place out if you re in singapore,2017-09-30T00:00:00,5
467,Jumbo Seafood,the dempsey location wa maybe 50 full the entire time we were there so i m not sure why they are so inflexible and unwelcoming about their reservation,2016-03-30T00:00:00,3
468,Jumbo Seafood,on our recent visit the server kept coming over to take away empty or not quite empty dish on the table one by one great way to make sure your guest get annoyed and leave within minute i reckon,2015-03-27T00:00:00,3
469,Jumbo Seafood,the food wa tasty and the bib provided wa absolutely necessary,2015-07-06T00:00:00,5
470,Jumbo Seafood,we ordered chili crab black pepper crab deep fried prawn in cereal and a dozen of bun,2016-07-07T00:00:00,5
471,Jumbo Seafood,the one on the east cost is the best imho,2012-12-12T00:00:00,5
472,Jumbo Seafood,i preferred the black pepper both both were good,2019-06-16T00:00:00,2
473,Jumbo Seafood,the dish came like warm,2018-02-10T00:00:00,2
474,Jumbo Seafood,the green crab seafood rice and yummy roll were all amazing,2017-05-27T00:00:00,2
475,Jumbo Seafood,eventually the food wa good,2017-12-07T00:00:00,2
476,Jumbo Seafood,it is said that jumbo and no signal are the two best seafood restaurant in sg,2017-09-16T00:00:00,5
477,Jumbo Seafood,but oh well the meal wa still pretty great,2016-01-26T00:00:00,2
478,Jumbo Seafood,expensive,2015-03-27T00:00:00,1
479,Jumbo Seafood,it wa a nice red sauce that had a slight heat mixed in with the sweet,2019-09-29T00:00:00,2
480,Jumbo Seafood,jumbo didn t fail to deliver a yummy chilli crab famous in singapore for a reason deliciousness,2014-03-12T00:00:00,2
481,Jumbo Seafood,the sauce for the chili crab wa great for dipping the fried bun,2017-12-21T00:00:00,2
482,Jumbo Seafood,i wa expecting it to be a lot spicier than it wa but it had too much flavour packed into it to make up for it,2016-08-19T00:00:00,2
483,Jumbo Seafood,the crab is perfectly seasoned in a garlic ginger chili sauce that complement the taste of crab doe not over power so the taste of crab come through there is so much of it you ll want to have it over rice,2014-06-11T00:00:00,2
484,Jumbo Seafood,i will say that service wa pretty good and the staff member serving our table wa friendly fairly but not very knowledgeable and generally present whenever we needed assistance it wa odd though that my companion wa told she couldn t put her bag on the chair next to her even though throughout dinner the chair wasn t used and the woman sitting on my other side put her bag on the chair between u without repercussion,2013-07-20T00:00:00,3
485,Jumbo Seafood,free fast wifi and nice interior,2013-04-07T00:00:00,4
486,Jumbo Seafood,i ordered the regular size prawn noodle 5 sing,2015-11-09T00:00:00,5
487,Jumbo Seafood,the low quantity and low quality of the food for the high price charged wa simply outrageous,2016-04-03T00:00:00,1
488,Jumbo Seafood,very pricey,2018-03-30T00:00:00,1
489,Jumbo Seafood,the waitstaff inside were very nice and friendly but service wa very slow,2016-02-17T00:00:00,3
490,Jumbo Seafood,flagging down a waiter to get anything wa incredibly difficult where at one point two table next to u were waiting to get thier bill trying to flag someone down a well,2019-02-28T00:00:00,3
491,Jumbo Seafood,the service wa fine fast and efficient but not very friendly,2018-03-17T00:00:00,3
492,Jumbo Seafood,staff wa friendly and courteous,2014-12-05T00:00:00,3
493,Jumbo Seafood,the place wa packed and we were seated next to the walk way and the garbage dirty dish area,2019-09-29T00:00:00,4
494,Jumbo Seafood,this is a great great place to bring a bunch of people to start off a nice rowdy evening,2012-11-30T00:00:00,4
495,Jumbo Seafood,otherwise prepare to get a workout in while eating crab in that humid singapore weather,2016-06-19T00:00:00,5
496,Jumbo Seafood,they also charge for everything without telling you the peanut on the table,2015-04-02T00:00:00,1
497,Jumbo Seafood,the main dish wa the black pepper crab and it wa quite delicious,2017-02-19T00:00:00,2
498,Jumbo Seafood,the chili crab itself wa very delicious and you can kind of understand why it s a must try,2017-07-31T00:00:00,2
499,Jumbo Seafood,very oily and fatty food and it s difficult to eat crab with aquarium full of them lining the wall,2018-02-17T00:00:00,2
500,Jumbo Seafood,i had to bitch and moan each time to get my money back what give,2013-12-24T00:00:00,3
501,Jumbo Seafood,the service wa wonderful a it provided with all the tool to avoid the mess that it requires to eat crab,2018-10-21T00:00:00,3
502,Jumbo Seafood,don t take the service personal it just how the restaurant operates,2013-12-21T00:00:00,3
503,Jumbo Seafood,trying to find the waiter without success we got pretty angry but decided not to do anything about it,2016-04-11T00:00:00,3
504,Bistro Du Vin,take a mini trip to paris and stuff your belly with 3 course of incredibly well executed bistro fare for only dollar 32,2016-01-11T00:00:00,1
505,Bistro Du Vin,we ordered foie gras scallop escargot and their special gravlax,2014-01-09T00:00:00,2
506,Bistro Du Vin,in summary this place for me is all that is belle about french dining,2016-01-23T00:00:00,5
507,Bistro Du Vin,the trout is deboned and so succulent and tender,2012-09-30T00:00:00,2
508,Bistro Du Vin,which wa crisp and meltingly tender,2014-01-09T00:00:00,2
509,Beauty in the Pot,i personally think for th price we payed this should have been included coming from vancouver where we have a plethora of hot pot this one did stand out a little with the collagen broth,2020-02-24T00:00:00,1
510,Beauty in the Pot,there is always a line during the day even weekday until 9 pm so make sure you line up early or try to make reservation if they ever pick up your call,2017-03-21T00:00:00,3
511,Beauty in the Pot,employee only is a originally from nyc in the west village and on the most recent best bar of the world list it is 4,2016-07-14T00:00:00,5
512,Supertree by Indochine,to begin with there s too much light inside so most of what we could see through the glass wa a reflection of what wa happening behind u,2016-11-14T00:00:00,1
513,Supertree by Indochine,when the sun is out you can see the sea and land of singapore and when the sun go down you can see the light of the city,2017-07-26T00:00:00,4
514,Supertree by Indochine,supertree by indochine is in the garden by the bay food and atmosphere are great,2018-02-15T00:00:00,4
515,Supertree by Indochine,the open bar helped a well,2015-11-29T00:00:00,5
516,Supertree by Indochine,food wa decent but costly dollar 90 for four plate understandable considering the locale but drink were weak and offered almost no choice one basic rail cheap alcohol with one mixer for dollar 18 gin tonic whiskey coke etc,2016-09-26T00:00:00,1
517,Supertree by Indochine,i m talking sgd dollar 15 for a miserable half pint yes half of tiger and red wine for no le than sgd dollar 105 a bottle,2016-11-14T00:00:00,1
518,Supertree by Indochine,con you don t get to see the night show from here so don t come up here expecting to see the night show,2017-06-21T00:00:00,4
519,Supertree by Indochine,i m sure it would have been much better at dusk when we would have had a better view of the singapore skyline,2016-06-19T00:00:00,4
520,Allauddin's Briyani,take them up on it all the drink stand there are many are essentially the same and charge the same amount for the same twenty or thirty drink,2017-06-05T00:00:00,1
521,Allauddin's Briyani,maybe i m used to a different iteration of biryani that combine complicated spice and flavor but this wa really just mildly seasoned rice with a piece of bony and gritty chicken plopped on top,2019-12-21T00:00:00,2
522,Allauddin's Briyani,rice meat some type of gravy comfort food in any culture,2017-03-30T00:00:00,2
523,Allauddin's Briyani,it also come with a small bowl of curry that wa flavorful but not spectacular,2014-06-05T00:00:00,2
524,Allauddin's Briyani,there wa a one elderly couple ahead of u,2019-08-17T00:00:00,5
525,Allauddin's Briyani,very crowded when i went the line move fast,2015-09-03T00:00:00,4
526,Katanashi,i like the sashimi salad a well for dollar 8 70 i think the portion and quality of fish is pretty good,2014-11-09T00:00:00,1
527,Katanashi,if i am the owner i would put nico in charge and oversee staff training,2019-04-27T00:00:00,3
528,Amaravati,the thaalis are great and portion huge,2018-07-08T00:00:00,1
529,Amaravati,being a bengali married to a malayalee we know our food and our spice and take it very seriously,2018-07-08T00:00:00,5
530,Amaravati,price wa reasonable for a touristy area,2018-11-10T00:00:00,1
531,Rang Mahal,a fine dining experience one of the priciest indian restaurant i have been to,2014-04-13T00:00:00,1
532,Rang Mahal,great value,2015-07-02T00:00:00,1
533,Rang Mahal,the prawn were amazingly cooked and had great flavor but the sauce took a lot away for me 3 paneer tikka their indian cheese dish extremely well done,2015-08-23T00:00:00,2
534,Nanjing Restaurant,there is a good tomato flavor that shine through,2019-11-26T00:00:00,2
535,The Peranakan,there wa none of the usual bitterness while retaining the distinct bitter gourd s taste and shape,2017-05-11T00:00:00,2
536,Tai Hwa Pork Noodle,the pork is cooked to perfection tender and juicy,2017-10-16T00:00:00,2
537,Tai Hwa Pork Noodle,yummy,2016-09-30T00:00:00,2
538,Tai Hwa Pork Noodle,the noodle are tossed in a vinegar chilli oil and soy sauce mix which is then topped with what tasted like pork liver minced pork a couple of wonton a couple of meatball and some additional meat slice,2018-11-18T00:00:00,2
539,Tai Hwa Pork Noodle,best noodle dish i ve ever had and worth the 45 min wait,2019-05-24T00:00:00,5
540,Tai Hwa Pork Noodle,service is fast and restaurant is centrally located in little india,2017-10-02T00:00:00,3
541,Tai Hwa Pork Noodle,they offer a variety of soup base so we tried 4 1,2020-02-24T00:00:00,5
542,Tai Hwa Pork Noodle,their pork dumpling are simply delicious and my family always make it a point to order an extra bowl to share on top of our sdollar 5 bowl of minced pork noodle we have tried many stall of such noodle and i dare say that tai hwa rate a one of the best,2019-09-24T00:00:00,2
543,Tai Hwa Pork Noodle,the gravy here ha a much higher ratio of vinegar than most bak chor mees do which i suppose go down well with those who like their noodle with an acidic kick,2013-10-16T00:00:00,2
544,Tai Hwa Pork Noodle,we went around 3 hoping no one would be there but still had to wait about 10 15 min,2015-09-06T00:00:00,3
545,Tai Hwa Pork Noodle,the most i will queue for this will be 20 minute,2013-06-27T00:00:00,3
546,Kazu Sumiyaki,this place be delicious,2017-05-10T00:00:00,2
547,Kazu Sumiyaki,the japanese tomato wa sweet and yummy and definitely try the fresh sashimi of the day,2014-05-23T00:00:00,2
548,Kazu Sumiyaki,the foie gras which come a two small piece on a stick wa a gem,2012-09-20T00:00:00,2
549,Kazu Sumiyaki,it wa so refreshing and the perfect accompaniment to a delicious meal,2014-04-14T00:00:00,2
550,Kazu Sumiyaki,and don t get turned off by the location,2015-09-24T00:00:00,4
551,Nan Hwa Chong Fish-Head Steamboat Corner,the snack are also local stand out from the hawcker centre,2014-08-25T00:00:00,2
552,Nan Hwa Chong Fish-Head Steamboat Corner,haha it doe get pretty hectic during dinner time,2014-10-30T00:00:00,3
553,Burnt Ends,savour every last bit of the sauce,2016-06-29T00:00:00,2
554,Burnt Ends,400 for a unsanitized meal wouldn t be worth it no matter how good it is,2019-05-25T00:00:00,3
555,Burnt Ends,plus the fact that i saw them pull out the cracking from a tupperware and it wa served cold,2014-08-20T00:00:00,3
556,Burnt Ends,in a modern and minimal room most of the seat are on the counter with a few table in the back,2014-10-04T00:00:00,4
557,Burnt Ends,definitely a great date place,2016-01-30T00:00:00,4
558,Burnt Ends,then you have to scoot off somewhere to have a drink or kill time,2015-04-07T00:00:00,5
559,Burnt Ends,an experience you can t miss,2018-04-10T00:00:00,5
560,Burnt Ends,love the smokiness of the food,2015-08-08T00:00:00,2
561,Burnt Ends,nice to see your food prepared expertly and carefully by the chef service staff wa very attentive and also knew their product well which is always a a plus for me for my drink i ordered their rusty grain cocktail which is their very own barrel aged whiskey blend,2016-01-30T00:00:00,3
562,Burnt Ends,when your reservation that you make 3 month in advance say bar seating what they really mean is wall seating,2018-05-29T00:00:00,4
563,Burnt Ends,probably a 8 10 execution for the burger and 10 10 for the beef marmalade,2017-05-05T00:00:00,2
564,Burnt Ends,these guy do not do bulk or industrial cooking,2015-02-05T00:00:00,5
565,Burnt Ends,when the hostess returned she mentioned that they only had room at a narrow steel mesh bar adjacent to the entryway,2016-09-20T00:00:00,3
566,Burnt Ends,much anticipated burntends sg didn t disappoint,2015-11-26T00:00:00,5
567,Burnt Ends,my only regret wa not leaving enough room for dessert which i hear is on par with the rest of the menu,2013-08-11T00:00:00,5
568,Burnt Ends,go here,2017-02-18T00:00:00,5
569,Burnt Ends,i get the hype with the experimental drink and the different type of meat cut but i just couldn t get into it,2019-10-31T00:00:00,5
570,Burnt Ends,this steak wa grilled perfectly medium rare with some bit of fat left on top for good measure,2013-12-05T00:00:00,2
571,Burnt Ends,i might have only that one next time the one problem i have is that they don t take reservation and that there are few table,2014-06-17T00:00:00,3
572,Burnt Ends,they didn t bother asking u how we d like it done but it came out just perfect,2013-11-05T00:00:00,3
573,Kaiseki Yoshiyuki,dessert wa a wafer like ice cream and a a birthday treat japanese fruit and a sakura mochi were presented,2017-04-12T00:00:00,2
574,Kaiseki Yoshiyuki,there were a lot more course than listed on the menu the flavor were very simple but their freshness made them distinct,2015-06-24T00:00:00,2
575,Ki-sho,twiddling thumb then the charcoal grilled lobster with suntory yamazaki flavour wa presented this is super atas drunken prawn very well executed after wolfing down the morsel of this crustacean monster you cant help wanting to lick the empty shell still soaked with jus de homard fifth course are we there yet how do people drive home from such event do you just swirl sniff sip and spit sorry wrong alcohol hibiki 12 yo wa next check yelp mobile the steamed kinki and scallop wa a mere bite size but packed a culinary punch simple steaming but steam sia around this time the gm of suntory whisky hiroyoshi miyamoto made his round and we politely oblige by saying the yamazaki 12yo wa really nice with a peach persimmon orange aroma next the sixth course the yamazaki 18yo and the charcoal grilled hida wagyu with hibiki flavour sweet caroline no comparison other than awesome chef kazuhiro hamamoto really brings his food to life the seventh course at this stage our eye were already in slumber mode and the glass of unfinished whisky crowded out the table what is our exit strategy how am i going for my karaoke date put your hand together and welcome hibiki 17yo food please,2013-05-30T00:00:00,2
576,Ki-sho,i highly recommend you check out his upstairs sake bar you ll go on a sake adventure with his insanely huge collection of all different type of sake from all over japan,2016-06-15T00:00:00,5
577,Ki-sho,dessert were light sweet and an intoxicating end to a great evening,2014-03-25T00:00:00,2
578,Komala Vilas Restaurant,the vada however wa excellent,2015-06-03T00:00:00,2
579,Komala Vilas Restaurant,the mango milkshake wa pure divinity i didn t know whether to drink it or put a ring on the straw and slide my dick into it creamy depth,2013-10-27T00:00:00,2
580,Komala Vilas Restaurant,tried the chick pea chili dish and it wa excellent,2017-12-18T00:00:00,2
581,Komala Vilas Restaurant,even tho it wa all vegetarian it left me content,2015-06-13T00:00:00,5
582,Komala Vilas Restaurant,i came here basically for some good indian vegetarian food and it didn t disappoint,2013-04-29T00:00:00,2
583,Komala Vilas Restaurant,if only the original komala vila decides to expand to the san francisco bay area life could be so wonderful,2018-02-20T00:00:00,5
584,Komala Vilas Restaurant,not overpowering with the yogurt flavor which i appreciated you can tell a lot of local cane here to eat which wa a great sign,2019-09-19T00:00:00,2
585,Komala Vilas Restaurant,and inside it look like a classic bistro,2018-04-05T00:00:00,4
586,Komala Vilas Restaurant,ordered the diamond cut which wa 450 g or roughly 16 oz,2019-02-03T00:00:00,5
587,Komala Vilas Restaurant,i had lunch here and enjoyed it a lot for quite little money,2015-03-17T00:00:00,1
588,Majestic Bay,awesome dim sum,2014-12-13T00:00:00,2
589,Majestic Bay,flawless skin come to me now highlight of the night and undoubtedly the favorite dish,2013-03-22T00:00:00,2
590,Majestic Bay,we were visiting the flower dome and didn t feel like walking back to the marina bay sand shopping center,2014-12-13T00:00:00,5
591,Majestic Bay,this is one massive pan of rice piled generously with baby abalone scallop mussel and prawn a well a mushroom not the chinese sort,2013-03-22T00:00:00,2
592,Majestic Bay,the sri lankan crab is cooked with a special sauce made from a blend of 3 different variety of coffee bean,2013-03-22T00:00:00,2
593,Majestic Bay,though the menu say it is pork rib our entire plate wa pork belly coated in this weird tasting coffee rub we started with a geoduck done two way sashimi and steamboat,2013-01-12T00:00:00,2
594,Majestic Bay,we also had to ask for chopstick and silverware,2015-07-06T00:00:00,3
595,Plain Vanilla Bakery,these are one of the best if not the best cupcake in singapore,2013-11-24T00:00:00,2
596,Plain Vanilla Bakery,i would definitely come back,2015-07-18T00:00:00,5
597,Plain Vanilla Bakery,over priced for what you get,2016-10-28T00:00:00,1
598,Sungei Road Laksa,that being said i easily could have had another bowl for me sungei road laksa wa a delicious introduction to laksa first time trying it,2019-02-17T00:00:00,2
599,Sungei Road Laksa,a other review mentioned there s no chopstick,2017-09-04T00:00:00,3
600,Sungei Road Laksa,i bet you will feel the same that the queue is worth waiting for,2016-11-14T00:00:00,3
601,Sungei Road Laksa,a tinge of refreshing sweetness infused with the coconutty flavor gorgeous laksathe cockle were not only huge but very abundantly generous,2012-10-14T00:00:00,2
602,Sungei Road Laksa,i never had laska in my life and wa highly anticipating my visit to this shop,2018-04-24T00:00:00,5
603,Sungei Road Laksa,the flavor are spicy and savory and they also had plenty of seafood piece throughout the whole bowl,2016-11-05T00:00:00,2
604,Sungei Road Laksa,the bowl are fairly small so it s usually the case that i have to have two to fill myself up,2016-04-30T00:00:00,1
605,Sungei Road Laksa,i also had the yogurt sake to go along with my dessert,2018-11-19T00:00:00,5
606,Sungei Road Laksa,the cockle though petite are swimmingly fresh and succulent and lend a briny accent to the rich and robust gravy,2016-05-11T00:00:00,2
607,Sungei Road Laksa,the noodle and bean sprout added the much needed texture and color a well it wa so delicious that i literally had 2 and a half bowl at one go,2012-10-14T00:00:00,2
608,Sungei Road Laksa,while there were a lot of flavor going on i didn t enjoy the dish and couldn t finish it even though the portion wa small,2018-04-24T00:00:00,2
609,Sungei Road Laksa,it ha that seafood freshness and sweet taste which i ve never had before,2014-12-18T00:00:00,2
610,Rhubarb Le Restaurant,a petit four are served with coffee i opted for a cheese plate for dessert which wa perfect,2017-08-07T00:00:00,2
611,Founder Bak Kut Teh,the taste remains just like when i wa a little girl,2013-01-07T00:00:00,2
612,Founder Bak Kut Teh,it is located near novena the building is kinda dark though,2016-04-18T00:00:00,4
613,Founder Bak Kut Teh,shortly after mediacorp used to bring their guest from overseas and hence there are ton of photo of famous star including chow yuen fatt emil chau etc decked throughout their wall,2015-02-28T00:00:00,4
614,328 Katong Laksa,the otah a type of fish cake wa real good especially if you add some of that sauce that came with your laksa after pondering long and hard the laksa wa actually really good and is one of the better bowl i ve had in singapore but i don t think i would take a 20 30 min bus ride all the way out here to satisfy my laksa craving,2016-02-23T00:00:00,2
615,328 Katong Laksa,it also contained a sorry looking piece of small dry fish overall the broth of their laksa is still one of the best i have ever had,2019-11-05T00:00:00,2
616,328 Katong Laksa,i have visited singapore 9 time when my boyfriend wa studying there,2014-02-07T00:00:00,5
617,328 Katong Laksa,supaya dapat sim surat ijin mancing next trip sogok dulu pemilik sim dengan 328 katong laksa yang hmmmm wangi dan enaknya food 4 5 5service 3 5price dollar dollar place 3 5 halalrest 328 katong laksalocation east coast roadcity singapore,2018-05-12T00:00:00,5
618,328 Katong Laksa,the staff are rude and proud,2018-12-10T00:00:00,3
619,328 Katong Laksa,i came from hawaii,2019-02-17T00:00:00,5
620,A Noodle Story,for me this ramen tasted like your typical wonton noodle with a lot of add ons,2017-08-28T00:00:00,2
621,A Noodle Story,but man best topping ever on a ramen and the presentation is stunning,2019-12-01T00:00:00,2
622,A Noodle Story,some people complain about the line and the high price for a hawker dish but if you really consider the premium ingredient and time effort taken to prepare every bowl is dollar 8 really too much,2019-03-10T00:00:00,1
623,A Noodle Story,the potato wrapped prawn wa also pretty incredible crunchy and tasty,2016-10-27T00:00:00,2
624,A Noodle Story,i came in the early dining hour and there wa already a line up,2019-01-31T00:00:00,3
625,Tong Ah Eating House,that said the kopi c wa probably the best i had while i wa in singapore,2017-10-12T00:00:00,2
626,Tong Ah Eating House,okay okay i m going to be the first obnoxious yelper to say it although i m sure many of you are thinking it while the old location wa amazing fantastic 5 star won t do it justice good the new spot,2014-01-28T00:00:00,5
627,Indocafe The White House,the food is cooked perfectly well the spice complement each dish with no jarring effect,2015-04-22T00:00:00,2
628,Indocafe The White House,the food is really good,2015-04-22T00:00:00,2
629,Indocafe The White House,the soup wa light without too sweet,2017-06-27T00:00:00,2
630,Burger Joint,the feeling hasn t changed but the beer have gotten better,2017-07-07T00:00:00,2
631,Burger Joint,all too small soda sdollar 4 50,2017-01-20T00:00:00,1
632,The Song of India,there wa a good spread of curry vegetable dish biryani and rice but they all lacked any real flavor,2017-04-30T00:00:00,2
633,The Song of India,the lighting wa perfect and it just make you feel rich just by being there,2016-05-22T00:00:00,4
634,The Song of India,wa concerned a 1 star michelin indian restaurant would be too remote and disconnected from indian food for my preference,2018-08-14T00:00:00,5
635,The Song of India,gajar halwa wa dry,2019-05-14T00:00:00,2
636,The Song of India,the wine list is extensive and the food is refined indian food,2013-04-14T00:00:00,5
637,The Song of India,the price is reasonable at 28,2016-08-20T00:00:00,1
638,The Song of India,we also did a lobster curry which wa also not that good service wa slow and terrible,2016-10-24T00:00:00,3
639,The Song of India,food is very bland,2017-09-01T00:00:00,2
640,The Song of India,the ambience is cozy comfortable,2019-03-09T00:00:00,4
641,Blue Ginger,renovation is simple and so are the dish they have a feeling of home cooked fare to them unpretentious not fancy but delicious definitely a day to day staple,2015-12-03T00:00:00,2
642,Blue Ginger,i ve had my share of beef rendang far and wide but i still prefer the rendang from blue ginger,2014-02-03T00:00:00,2
643,Blue Ginger,next i want to try peranaman and then off to melaka for the graduation of peranakan cuisine,2013-05-19T00:00:00,5
644,Blue Ginger,the only complaint i have is the pork and crab meatball with bamboo shoot had somewhat of a pungent smell to it,2015-12-03T00:00:00,2
645,Blue Ginger,the juhu kangkong wa excellent something different from what i ve tasted before,2018-08-21T00:00:00,2
646,Blue Ginger,with this menu i love trying new thing i haven t each time though slightly pricey,2016-01-02T00:00:00,1
647,Blue Ginger,the staff at blue ginger accomodated this and even though it wa pretty busy they seated u 30 minute prior to our reservation,2012-09-30T00:00:00,3
648,Blue Ginger,the staff wa attentive and very present,2012-12-09T00:00:00,3
649,Blue Ginger,despite new outdoor seating the best place to sit is indoors close by the long display of bread and pastry sandwich and baked dessert in that order,2012-08-18T00:00:00,4
650,Blue Ginger,the interior of the restaurant is very cozy and retro great for a quick meal alone or with friend,2015-07-23T00:00:00,4
651,Blue Ginger,i had chicken in an indonesian sauce based on nut i did not know but that were delicious chocolate like ayam buah keluak and my companion had pork knuckle braised to perfection in another herb mix babi hong,2010-02-05T00:00:00,2
652,Blue Ginger,it is a pretty small restaurant and the seating can be a touch cramped,2012-12-09T00:00:00,4
653,Blue Ginger,first visit we had the curry fish head and squid the curry fish head serving is large but is only half a fish head,2018-11-17T00:00:00,1
654,Crystal Jade Golden Palace,some place use filler in the shrimp dumpling but didn t seem like they used any here so the shrimp did fall apart easily,2019-03-13T00:00:00,2
655,Crystal Jade Golden Palace,chewy rice flour dough prawn with mango 1 stari really didn t like this dish,2018-05-16T00:00:00,2
656,Crystal Jade Golden Palace,will certainly go back,2018-08-14T00:00:00,5
657,Crystal Jade Golden Palace,service prompt and friendly,2019-02-14T00:00:00,3
658,Crystal Jade Golden Palace,i like the good service here a well and that it s not too loud compared to other dim sum joint,2015-01-29T00:00:00,3
659,Crystal Jade Golden Palace,the dimsum still maintained their usual standard and i just generally find their decor very tasteful and it is a great place to catch up with friend,2015-01-29T00:00:00,4
660,Crystal Jade Golden Palace,it wasn t too sweet with the condensed milk,2019-03-13T00:00:00,2
661,Beirut Grill,but odd in that there wa some extra spice in it that i haven t tasted of before pita bread wa awesome warm and puffy,2012-11-11T00:00:00,2
662,Beirut Grill,if ever going back would get this 5 vegetarian moussaka liked this a well actually maybe my favorite dish of the night but that might be because it wa drizziling in oil,2016-01-02T00:00:00,5
663,Beirut Grill,the food is excellent and so is the service,2016-04-11T00:00:00,3
664,Beirut Grill,we were seated promptly but afterwards received indifferent inconsistent service,2016-03-30T00:00:00,3
665,Beirut Grill,served with sesame paste dip it is a great way to start of any meal at beirut grill their halumi cheese on the other hand wa too salty and that overpowered any other flavour your taste bud would have picked up and seems a tad bit too oily when compared to the other halumi dish i ve tried across singapore,2014-03-25T00:00:00,2
666,Beirut Grill,so my thought on the dish 1 mezze platter hummus needed a more robust taste but good quality olive oil,2016-01-02T00:00:00,2
667,Beirut Grill,the sauce wa unbelievably good and the wrap wa well constructed,2016-04-11T00:00:00,2
668,Ya Kun Kaya Toast,but the real star for me wa the kopi o delicious strong black coffee that is brewed using a slow drip method,2014-07-13T00:00:00,2
669,Ya Kun Kaya Toast,it wa still early so it wasn t super busy when we arrived,2019-07-12T00:00:00,5
670,Ya Kun Kaya Toast,game changer,2018-01-06T00:00:00,5
671,Ya Kun Kaya Toast,and i noticed that the table were cleaned up very speedily,2019-03-23T00:00:00,3
672,Ya Kun Kaya Toast,eggy soft an eggcellent d way to start your day kaya butter toast is also good but i did laugh at the huge piece of butter sandwiched between the toast,2018-12-17T00:00:00,2
673,Ya Kun Kaya Toast,ordered the set a which come with kaya french toast egg and tea coffee,2018-12-29T00:00:00,5
674,Ya Kun Kaya Toast,i didn t eat enough kaya toast in different place to make proper comparison and having just gotten off a really long flight and not adjusting well to singapore s weather i def didn t want to eat half boiled egg with soy but i could see how the contrast with the sweet toast would work well,2014-02-24T00:00:00,5
675,Ya Kun Kaya Toast,especially when you re dipping the kaya toast bread in the egg yummmmmmyyyy,2012-07-23T00:00:00,2
676,Ya Kun Kaya Toast,kaya toast wa a must when i visited singapore,2014-12-07T00:00:00,5
677,Ya Kun Kaya Toast,a very sweet simple buttery and heavy brekky,2018-01-06T00:00:00,2
678,The Original Katong Laksa,this stall s soup and noodle are great and one of a kind in katong,2016-07-04T00:00:00,2
679,The Original Katong Laksa,i loved that layer of creamy substance on top of the laksa texture similar to that of crab or shrimp brain roe,2019-11-05T00:00:00,5
680,Penang Place,please just go out and try it before slinging arrow poorly done char kway teow or wendy s burger at me,2013-03-18T00:00:00,2
681,Penang Place,good food great service at a very affordable price,2015-02-04T00:00:00,1
682,Penang Place,it doesn t taste very sweet which is a really good thing i had a few kuih talam steamed glutinous rice with kaya red bean kuih,2014-10-02T00:00:00,2
683,Blanco Court Prawn Mee,by far one of the best meal i ve had in singapore,2019-06-09T00:00:00,2
684,Blanco Court Prawn Mee,upon ordering one can choose the spicy or non spicy version,2012-08-09T00:00:00,3
685,Blanco Court Prawn Mee,i had the mixed version with prawn and rib,2012-09-07T00:00:00,5
686,Blanco Court Prawn Mee,the soup wa tasty but not a flavorful a i expected can be better,2015-01-27T00:00:00,2
687,Blanco Court Prawn Mee,everyone wa extremely friendly and welcoming,2018-01-13T00:00:00,3
688,Blanco Court Prawn Mee,the regular size leaf you craving for more but in singapore there s more phenomenal food to try,2015-11-09T00:00:00,5
689,Old Long House Popiah,dosent seem to use much lard oil but the taste just work,2015-07-11T00:00:00,2
690,Old Long House Popiah,although bit of soggy skin stuck to the plate they were supple enough to hold the filling yet yielding moist and chewy bite,2015-09-28T00:00:00,2
691,Cafe Melba,i enjoyed the food selection had egg florentine that wa tasty,2015-11-28T00:00:00,2
692,Cafe Melba,food selection wa alright since i m vegetarian my selection wa of course limited but i had pizza and calzones to choose from so it wa alright,2012-09-29T00:00:00,5
693,Cafe Melba,unfortunately cafe melba doesn t cater to salad snob,2016-07-19T00:00:00,5
694,Cafe Melba,new management needed and may turn it around,2016-07-29T00:00:00,3
695,Cafe Melba,food is served fast and there is barely any wait,2016-04-09T00:00:00,3
